area,address,number,price,date,size,transaction_type,full_address,lat,long
Westcourt,"67 Westcourt, Ballincollig, Cork",67,377000,2020-04-09,1-38 m2,second-hand,"67 67 Westcourt, Ballincollig, Cork, Westcourt",51.88681255417706,-8.616295628522487
Shalimar Court,"Apt 10, Shalimar Court, Ballincollig",Apt,220000,2020-04-14,1-38 m2,second-hand,"Apt Apt 10, Shalimar Court, Ballincollig, Shalimar Court",51.88896130535807,-8.578969730369383
Old Quarter,"27 Millers Court, Old Quarter, Ballincollig",27,550000,2020-04-15,1-38 m2,second-hand,"27 27 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"34 Leslies Arch, 0Ld Quarter, Ballincollig",34,400000,2020-04-15,1-38 m2,second-hand,"34 34 Leslies Arch, 0Ld Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carriganarra,"16 The Avenue, Heathfield, Carriganarra",16,286343,2020-04-21,1-38 m2,new,"16 16 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carrigrohane,"2 St Josephs Villas, Curraheen, Carrigrohane",2,235000,2020-04-21,1-38 m2,second-hand,"2 2 St Josephs Villas, Curraheen, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Aylsbury,"1 Aylsbury Lawn, Ballincollig, Cork",1,387000,2020-04-24,1-38 m2,second-hand,"1 1 Aylsbury Lawn, Ballincollig, Cork, Aylsbury",51.88284449037205,-8.620440916875388
Manor Hill,"20 Manor Hill, Ballincollig, Co Cork",20,320000,2020-04-24,1-38 m2,second-hand,"20 20 Manor Hill, Ballincollig, Co Cork, Manor Hill",51.89121035709487,-8.575907457357648
Carriganarra,"17 The Avenue, Heathfield, Carriganarra",17,286344,2020-04-27,1-38 m2,new,"17 17 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Coolroe,"12 Coolroe Heights, Ballincollig, Cork",12,282000,2020-04-28,1-38 m2,second-hand,"12 12 Coolroe Heights, Ballincollig, Cork, Coolroe",51.885279789132504,-8.622716969745719
Beech Park,"70 Beech Park, Ballincollig, Co Cork",70,232000,2020-05-07,1-38 m2,second-hand,"70 70 Beech Park, Ballincollig, Co Cork, Beech Park",51.884462825784524,-8.586660730369518
Maglin,"5 Maglin Green, Ballincollig",5,339207,2020-05-08,1-38 m2,new,"5 5 Maglin Green, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Classis Lake,"8 Berryfield, Classis Lake, Ballincollig",8,350000,2020-05-08,1-38 m2,second-hand,"8 8 Berryfield, Classis Lake, Ballincollig, Classis Lake",51.88586099008718,-8.62822296864587
The Crescent,"13 The Crescent, Heathfield, Carriganara",13,281937,2020-05-12,1-38 m2,new,"13 13 The Crescent, Heathfield, Carriganara, The Crescent",51.88974689003794,-8.592724974545812
Old Quarter,"64 Leslies Arch, Old Quarter, Ballincollig",64,233000,2020-05-13,1-38 m2,second-hand,"64 64 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Shalimar Court,"11 Shalimar Court, Poulavone, Ballincollig",11,269000,2020-05-18,1-38 m2,second-hand,"11 11 Shalimar Court, Poulavone, Ballincollig, Shalimar Court",51.88896130535807,-8.578969730369383
An Caislean,"31 An Caislean Dr, An Caislean, Ballincollig",31,240000,2020-05-21,1-38 m2,second-hand,"31 31 An Caislean Dr, An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Carriganarra,"36 The Crescent, Heathfield, Carriganarra",36,330397,2020-05-22,1-38 m2,new,"36 36 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"38 The Crescent, Heathfield, Carriganarra",38,330397,2020-05-28,1-38 m2,new,"38 38 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
The Maltings,"19 Distillery Court, The Maltings, Ballincollig",19,211000,2020-05-29,1-38 m2,second-hand,"19 19 Distillery Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Carriganarra,"39 The Crescent, Heathfield, Carriganarra",39,453744,2020-05-29,1-38 m2,new,"39 39 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Old Quarter,"5 Coopers Grange, Old Quarter, Ballincollig",5,419525,2020-05-29,1-38 m2,new,"5 5 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Maglin,"4 Maglin Green, Ballincollig",4,333025,2020-06-02,1-38 m2,new,"4 4 Maglin Green, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Carriganarra,"34 The Crescent, Heatherfield, Carriganarra",34,330397,2020-06-04,1-38 m2,new,"34 34 The Crescent, Heatherfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
The Crescent,"35 The Crescent, Heathfield, Ballincollig",35,330396,2020-06-04,1-38 m2,new,"35 35 The Crescent, Heathfield, Ballincollig, The Crescent",51.88974689003794,-8.592724974545812
Carriganarra,"37 The Crescent, Heathfield, Carriganarra",37,330396,2020-06-05,1-38 m2,new,"37 37 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Old Quarter,"4 Coopers Grange, Ballincollig",4,475000,2020-06-05,1-38 m2,new,"4 4 Coopers Grange, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carriganarra,"31 The Crescent, Heathfield, Carriganarra",31,330396,2020-06-10,1-38 m2,new,"31 31 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"33 The Crescent, Heathfield, Carriganarra",33,375000,2020-06-11,1-38 m2,new,"33 33 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Muskerry Estate,"12 Castle Ave, Muskerry Estate, Ballincollig",12,255000,2020-06-12,1-38 m2,second-hand,"12 12 Castle Ave, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Carriganarra,"No. 28 The Crescent, Heathfield, Carriganarra",No.,462555,2020-06-15,1-38 m2,new,"No. No. 28 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"32 The Crescent, Heathfield, Carriganarra",32,330397,2020-06-17,1-38 m2,new,"32 32 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"29 The Crescent, Heathfield, Carriganarra",29,330396,2020-06-19,1-38 m2,new,"29 29 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Maglin,"6 Maglin Green, Ballincollig, Co. Cork",6,339207,2020-06-19,1-38 m2,new,"6 6 Maglin Green, Ballincollig, Co. Cork, Maglin",51.88135112776452,-8.59523805920491
Carriganarra,"No. 30 The Crescent, Heathfield, Carriganarra",No.,330396,2020-06-19,1-38 m2,new,"No. No. 30 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Town Center,"27 Barley Grove, The Maltings, Station Rd   Ballincollig",27,257000,2020-06-24,1-38 m2,second-hand,"27 27 Barley Grove, The Maltings, Station Rd   Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Carriganarra,"Carriganarra, Ballincollig, Cork",1,550000,2020-07-15,1-38 m2,second-hand,"1 Carriganarra, Ballincollig, Cork, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"27 The Crescent, Heathfield, Carriganarra",27,462555,2020-07-22,1-38 m2,new,"27 27 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Inniscarra View,"Inniscarra Rd, Carrigrohane, Cork",1,350000,2020-07-22,1-38 m2,second-hand,"1 Inniscarra Rd, Carrigrohane, Cork, Inniscarra View",51.88901621244116,-8.572065214668026
Classis Lake,"35 The Sycamores, Classes Lake, Ballincollig",35,291000,2020-07-24,1-38 m2,second-hand,"35 35 The Sycamores, Classes Lake, Ballincollig, Classis Lake",51.88586099008718,-8.62822296864587
Greenfield,"Greenfield House, Greenfield, Ballincollig",1,295000,2020-07-24,1-38 m2,second-hand,"1 Greenfield House, Greenfield, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Carriganarra,"No. 26 The Crescent, Heathfield, Carriganarra",No.,334801,2020-07-24,1-38 m2,new,"No. No. 26 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Muskerry Estate,"3 Hazel Grove, Ballincollig, Cork",3,170000,2020-07-27,1-38 m2,second-hand,"3 3 Hazel Grove, Ballincollig, Cork, Muskerry Estate",51.885514844369936,-8.596310161258103
Maglin,"11 Glincool Grove, Ballincollig, Cork",11,273000,2020-07-28,1-38 m2,second-hand,"11 11 Glincool Grove, Ballincollig, Cork, Maglin",51.88135112776452,-8.59523805920491
Inniscarra View,"15 Woodbine Lawn, Inniscarra View, Ballincollig",15,287500,2020-07-29,1-38 m2,second-hand,"15 15 Woodbine Lawn, Inniscarra View, Ballincollig, Inniscarra View",51.88901621244116,-8.572065214668026
Carriganarra,"23 The Crescent, Heathfield, Carriganarra",23,334801,2020-07-29,1-38 m2,new,"23 23 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Old Quarter,"71  Millers  Court, Old  Quarter, Ballincollig",71,420000,2020-07-29,1-38 m2,second-hand,"71 71  Millers  Court, Old  Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carriganarra,"24 The Crescent, Heathfield, Carriganarra",24,334801,2020-07-30,1-38 m2,new,"24 24 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"25 The Crescent, Heathfield, Carriganarra",25,334801,2020-07-31,1-38 m2,new,"25 25 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Shalimar Court,"Apt 5, Shalimar Court, Ballincollig",Apt,250000,2020-07-31,1-38 m2,second-hand,"Apt Apt 5, Shalimar Court, Ballincollig, Shalimar Court",51.88896130535807,-8.578969730369383
Carriganarra,"22 The Crescent, Heathfield, Carriganarra",22,334801,2020-08-05,1-38 m2,new,"22 22 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carrigrohane,"14 Steeplewoods, Carrigrohane, Cork",14,387665,2020-08-07,1-38 m2,new,"14 14 Steeplewoods, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
An Caislean,"1 Newgrange, An Caislean, Ballincollig",1,213000,2020-08-11,1-38 m2,second-hand,"1 1 Newgrange, An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Old Quarter,"70 Millers Court, Old Quarter, Ballincollig",70,420000,2020-08-13,1-38 m2,second-hand,"70 70 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Glendower Court,"11 Glendower Court, Ballincollig, Cork",11,300000,2020-08-19,1-38 m2,second-hand,"11 11 Glendower Court, Ballincollig, Cork, Glendower Court",51.89097713659068,-8.579260601534097
The Maltings,"12 Apartment Barley Court, The Maltings, Ballincollig",12,190000,2020-08-20,1-38 m2,second-hand,"12 12 Apartment Barley Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Carriganarra,"No 16 The Crescent, Heathfield, Carriganarra",No,334802,2020-08-21,1-38 m2,new,"No No 16 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"No. 20 The Crescent, Heathfield, Carriganarra",No.,334801,2020-08-24,1-38 m2,new,"No. No. 20 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"17 The Crescent, Heathfield, Carriganarra",17,334802,2020-08-25,1-38 m2,new,"17 17 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Beech Park,"48 Beech Pk, Ballincollig, Cork",48,223000,2020-09-01,1-38 m2,second-hand,"48 48 Beech Pk, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Carriganarra,"15 The Crescent, Heathfield, Carriganarra",15,342533,2020-09-03,1-38 m2,new,"15 15 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"18 The Crescent, Heathfield, Carriganarra",18,334801,2020-09-03,1-38 m2,new,"18 18 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Aylsbury,"41 Aylsbury, Ballincollig, Cork",41,295000,2020-09-03,1-38 m2,second-hand,"41 41 Aylsbury, Ballincollig, Cork, Aylsbury",51.88284449037205,-8.620440916875388
Carrigrohanebeg,"105 Cedardale, Ballincollig, Cork",105,245000,2020-09-04,1-38 m2,second-hand,"105 105 Cedardale, Ballincollig, Cork, Carrigrohanebeg",51.89309917070151,-8.580849757357647
Rosewood,"44 Rosewood Est, Ballincollig, Cork",44,224000,2020-09-04,1-38 m2,second-hand,"44 44 Rosewood Est, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Carriganarra,"No. 21 The Crescent, Heathfield, Carriganarra",No.,334801,2020-09-09,1-38 m2,new,"No. No. 21 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carrigrohane,"16 Steeplewoods, Carrigrohane",16,387664,2020-09-10,1-38 m2,new,"16 16 Steeplewoods, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Daffodil Fields,"29 Daffodil Fields, Ballincollig, Cork",29,430000,2020-09-10,1-38 m2,second-hand,"29 29 Daffodil Fields, Ballincollig, Cork, Daffodil Fields",51.89114262893351,-8.573402430369397
Carriganarra,"14 The Crescent, Heathfield, Carriganarra",14,462555,2020-09-15,1-38 m2,new,"14 14 The Crescent, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Innishmore,"5 Innishmore Lawn, Ballincollig, Co Cork",5,175000,2020-09-18,1-38 m2,second-hand,"5 5 Innishmore Lawn, Ballincollig, Co Cork, Innishmore",51.88897474404985,-8.608958999892096
Carrigrohane,"16A Steeplewoods, Carrigrohane, Cork",16A,387664,2020-09-21,1-38 m2,new,"16A 16A Steeplewoods, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Town Center,"21 Church View, Ballincollig, Cork",21,280000,2020-09-24,1-38 m2,second-hand,"21 21 Church View, Ballincollig, Cork, Town Center",51.8878563321983,-8.600737381727024
Carriganarra,"21 The Avenue, Heathfield, Carriganarra",21,290748,2020-09-24,1-38 m2,new,"21 21 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carrigrohane,"17 Steeplewoods, Carrigrohane",17,387665,2020-09-25,1-38 m2,new,"17 17 Steeplewoods, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Carriganarra,"No 22 The Avenue, Heathfield, Carriganarra",No,295154,2020-09-25,1-38 m2,new,"No No 22 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
The Maltings,"28 Granary Court The Maltings, Ballincollig, Cork",28,210000,2020-09-28,1-38 m2,second-hand,"28 28 Granary Court The Maltings, Ballincollig, Cork, The Maltings",51.88503727921537,-8.591352822622822
Carrigrohane,"17A, Steeplewoods, Carrigrohane",17A,405286,2020-09-30,1-38 m2,new,"17A 17A, Steeplewoods, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
An Caislean,"147 An Caislean View, An Caislean, Ballincollig",147,286000,2020-10-01,1-38 m2,second-hand,"147 147 An Caislean View, An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Aylsbury,"36 Aylsbury, Ballincollig, Cork",36,386000,2020-10-01,1-38 m2,second-hand,"36 36 Aylsbury, Ballincollig, Cork, Aylsbury",51.88284449037205,-8.620440916875388
Coolroe Meadows,"5 The Green, Coolroe Meadows, Ballincollig",5,280000,2020-10-01,1-38 m2,second-hand,"5 5 The Green, Coolroe Meadows, Ballincollig, Coolroe Meadows",51.88363432099277,-8.616138226350916
Carriganarra,"No. 26 The Avenue, Heathfield, Carriganarra",No.,295154,2020-10-02,1-38 m2,new,"No. No. 26 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"23 The Avenue, Heathfield, Carriganarra",23,298550,2020-10-08,1-38 m2,new,"23 23 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Beech Park,"13 Cranford Pines, Ballincollig, Cork",13,335000,2020-10-09,1-38 m2,second-hand,"13 13 Cranford Pines, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Carriganarra,"20 The Avenue, Heathfield, Carriganarra",20,295153,2020-10-09,1-38 m2,new,"20 20 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Beech Park,"28 Cranford Pines, Ballincollig, Cork",28,170000,2020-10-12,1-38 m2,second-hand,"28 28 Cranford Pines, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Highfield,"12 The Avenue, Highfield Park, Ballincollig",12,310000,2020-10-15,1-38 m2,second-hand,"12 12 The Avenue, Highfield Park, Ballincollig, Highfield",51.88483134751023,-8.573114016875365
Highfield,"24 The Crescent, Highfield Park, Ballincollig",24,385000,2020-10-15,1-38 m2,second-hand,"24 24 The Crescent, Highfield Park, Ballincollig, Highfield",51.88483134751023,-8.573114016875365
Carriganarra,"27 The Avenue, Heathfield, Carriganarra",27,295154,2020-10-15,1-38 m2,new,"27 27 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"12 The Square, Highfield Park, Carriganarra",12,227000,2020-10-20,1-38 m2,second-hand,"12 12 The Square, Highfield Park, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Coolroe,"27 Coolroe Heights, Ballincollig, Cork",27,350000,2020-10-21,1-38 m2,second-hand,"27 27 Coolroe Heights, Ballincollig, Cork, Coolroe",51.885279789132504,-8.622716969745719
Old Quarter,"29 Coopers Grange, Old Quarter, Ballincollig",29,352422,2020-10-21,1-38 m2,new,"29 29 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Maglin,"12 Maglin Green, Ballincollig, Co. Cork",12,348017,2020-10-22,1-38 m2,new,"12 12 Maglin Green, Ballincollig, Co. Cork, Maglin",51.88135112776452,-8.59523805920491
Carriganarra,"24 The Avenue, Heathfield, Carriganarra",24,295154,2020-10-22,1-38 m2,new,"24 24 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Old Quarter,"41 Leslies Arch, The Old Quarter, Ballincollig",41,252500,2020-10-22,1-38 m2,second-hand,"41 41 Leslies Arch, The Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Beech Park,"91 Beech Park, Ballincollig, Cork",91,245000,2020-10-23,1-38 m2,second-hand,"91 91 Beech Park, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Carrigrohane,"Woodside, Healys Bridge, Carrigrohane",1,200000,2020-10-29,1-38 m2,second-hand,"1 Woodside, Healys Bridge, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Carriganarra,"No.30 The Avenue, Heathfield, Carriganarra",No.30,334801,2020-11-02,1-38 m2,new,"No.30 No.30 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"28 The Avenue, Heathfield, Carriganarra",28,342762,2020-11-04,1-38 m2,new,"28 28 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Old Quarter,"8 Coopers Grange, Old Quarter, Ballincollig",8,399052,2020-11-05,125-1000 m2,new,"8 8 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohane,"3 Leemount, Carrigrohane, Co Cork",3,215000,2020-11-06,1-38 m2,second-hand,"3 3 Leemount, Carrigrohane, Co Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Maglin,"6 Maglin Dr, Maglin Rd, Ballincollig",6,400000,2020-11-06,1-38 m2,second-hand,"6 6 Maglin Dr, Maglin Rd, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Heathfield,"31 The Avenue, Heathfield, Ballincollig",31,334801,2020-11-09,1-38 m2,new,"31 31 The Avenue, Heathfield, Ballincollig, Heathfield",51.88275370396547,-8.57522707085204
Carrigrohane,"Lios Arda, Model Farm Rd, Carrigrohane",Lios,580000,2020-11-10,1-38 m2,second-hand,"Lios Lios Arda, Model Farm Rd, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Inniscarra View,"48 Greystones, Ballincollig, Cork",48,285000,2020-11-12,1-38 m2,second-hand,"48 48 Greystones, Ballincollig, Cork, Inniscarra View",51.88901621244116,-8.572065214668026
Beech Park,"27 Cranford Pines, Ballincollig, Cork",27,290000,2020-11-13,1-38 m2,second-hand,"27 27 Cranford Pines, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Old Quarter,"82  Millers  Court, Old  Quarter, Ballincollig",82,375000,2020-11-17,1-38 m2,second-hand,"82 82  Millers  Court, Old  Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohanebeg,"182 The Willows, Carriglee, Ballincollig",182,268000,2020-11-19,1-38 m2,second-hand,"182 182 The Willows, Carriglee, Ballincollig, Carrigrohanebeg",51.89309917070151,-8.580849757357647
Heathfield,"33 The Avenue, Heathfield, Carriganara",33,334801,2020-11-20,1-38 m2,new,"33 33 The Avenue, Heathfield, Carriganara, Heathfield",51.88275370396547,-8.57522707085204
Carriganarra,"34 The Avenue, Heathfield, Carriganarra",34,328700,2020-11-23,1-38 m2,new,"34 34 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"25 The Avenue, Heathfield, Carriganarra",25,295154,2020-11-25,1-38 m2,new,"25 25 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
An Caislean,"60 An Caislean, Ballincollig, Cork",60,255600,2020-11-26,1-38 m2,second-hand,"60 60 An Caislean, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Greenfield,"46 Tuain Glas, Greenfields, Ballincollig",46,225000,2020-11-27,1-38 m2,second-hand,"46 46 Tuain Glas, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Old Quarter,"1 Coopers Grange, Old Quarter, Ballincollig",1,440528,2020-12-01,1-38 m2,new,"1 1 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"107 Leslies Arch, The Old Quarter, Ballincollig",107,326000,2020-12-01,1-38 m2,second-hand,"107 107 Leslies Arch, The Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Maglin,"2 Glincool Villas, Maglin, Ballincollig",2,285000,2020-12-02,1-38 m2,second-hand,"2 2 Glincool Villas, Maglin, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Old Quarter,"16 The Cresent Old Fort Rd, Ballincollig, Cork",16,260000,2020-12-03,1-38 m2,second-hand,"16 16 The Cresent Old Fort Rd, Ballincollig, Cork, Old Quarter",51.89135716416238,-8.596625374545809
Carriganarra,"37 The Avenue, Heathfield, Carriganarra",37,334801,2020-12-03,1-38 m2,new,"37 37 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"32 The Avenue, Heathfield Carriganarra, Ballincollig",32,334801,2020-12-04,1-38 m2,new,"32 32 The Avenue, Heathfield Carriganarra, Ballincollig, Carriganarra",51.88456579585057,-8.579854607281877
Carrigrohane,"4 Woodlands, Kerry Pike, Carrigrohane",4,360000,2020-12-04,1-38 m2,second-hand,"4 4 Woodlands, Kerry Pike, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
The Maltings,"35 Distillery Court, The Maltings, Ballincollig",35,205000,2020-12-07,1-38 m2,second-hand,"35 35 Distillery Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Carriganarra,"20 The Grove, Heathfield, Carriganarra",20,295154,2020-12-09,1-38 m2,new,"20 20 The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Inniscarra View,"21 Greystones, Ballincollig, Cork",21,262000,2020-12-09,1-38 m2,second-hand,"21 21 Greystones, Ballincollig, Cork, Inniscarra View",51.88901621244116,-8.572065214668026
Daffodil Fields,"45 Daffodil Fields, Ballincollig, Cork",45,373000,2020-12-09,1-38 m2,second-hand,"45 45 Daffodil Fields, Ballincollig, Cork, Daffodil Fields",51.89114262893351,-8.573402430369397
Carriganarra,"No. 18  The Grove, Heathfield, Carriganarra",No.,295154,2020-12-09,1-38 m2,new,"No. No. 18  The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"No. 36 The Avenue, Heathfield, Carriganarra",No.,334801,2020-12-09,1-38 m2,new,"No. No. 36 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Town Center,"Station Road, Ballincollig, Co. Cork",1,310000,2020-12-09,1-38 m2,second-hand,"1 Station Road, Ballincollig, Co. Cork, Town Center",51.8878563321983,-8.600737381727024
Carriganarra,"15 The Grove, Heathfield, Carriganarra",15,295154,2020-12-10,1-38 m2,new,"15 15 The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"19  The Grove, Heathfield, Carriganarra",19,295154,2020-12-10,1-38 m2,new,"19 19  The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"16 The Grove, Heathfield, Carriganarra",16,295154,2020-12-11,1-38 m2,new,"16 16 The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"38 The Avenue, Heathfield, Carriganarra",38,458149,2020-12-11,1-38 m2,new,"38 38 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carrigrohane,"Rocklodge House, Carrigrohane, Cork",1,1365000,2020-12-11,1-38 m2,second-hand,"1 Rocklodge House, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Old Quarter,"108 Coopers Grange, Old Quarter, Ballincollig",108,520000,2020-12-14,1-38 m2,second-hand,"108 108 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Rosewood,"114 Rosewood Est, Ballincollig, Cork",114,280000,2020-12-14,1-38 m2,second-hand,"114 114 Rosewood Est, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Carriganarra,"29 The Avenue, Heathfield, Carriganarra",29,334801,2020-12-15,1-38 m2,new,"29 29 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Heathfield,"35 The Avenue, Heathfield, Ballincollig",35,334801,2020-12-15,1-38 m2,new,"35 35 The Avenue, Heathfield, Ballincollig, Heathfield",51.88275370396547,-8.57522707085204
Carriganarra,"17 The Grove, Heathfield, Carriganarra",17,295154,2020-12-16,1-38 m2,new,"17 17 The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carrigrohane,"Castle View, Carrigrohane, Co Cork",Castle,220000,2020-12-16,1-38 m2,second-hand,"Castle Castle View, Carrigrohane, Co Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Highfield,"12 Highfield Park, Ballincollig, Cork",12,310000,2020-12-18,1-38 m2,second-hand,"12 12 Highfield Park, Ballincollig, Cork, Highfield",51.88483134751023,-8.573114016875365
