date,address,county,price,description,size,locality
2016-05-24,"39 Leslies Arch, Old Quarter, Ballincollig",Cork,171806,new,1-38 m2,Ballincollig
2016-05-24,"5 Leo Murphy Tce, Ballincollig, Co Cork",Cork,196000,second-hand,1-38 m2,Ballincollig
2016-05-26,"36 Leslies Arch, Old Quarter, Ballincollig",Cork,173000,new,38-125 m2,Ballincollig
2016-06-03,"Apt 1 Chapel Lane Row, The Square, Ballincollig",Cork,392666,second-hand,1-38 m2,Ballincollig
2016-06-10,"35 Limeworth, Carrigrohane, Cork",Cork,735000,second-hand,1-38 m2,Ballincollig
2016-06-10,"45 The Sycamores, Classes Lake, Ballincollig",Cork,235000,second-hand,1-38 m2,Ballincollig
2016-06-10,"Leesdale House, Leesdale Ave Ballincollig, Cork",Cork,201000,second-hand,1-38 m2,Ballincollig
2016-06-13,"56 Oldcourt, Greenfields, Ballincollig Cork",Cork,295000,second-hand,1-38 m2,Ballincollig
2016-06-14,"21 Hazel Grove, Ballincollig, Cork",Cork,140000,second-hand,1-38 m2,Ballincollig
2016-06-21,"15 Leslie Arch, Old Quarter, Ballincollig",Cork,180616,new,1-38 m2,Ballincollig
2016-06-23,"25 Leslies Arch, Old Quarter, Ballincollig",Cork,171806,new,38-125 m2,Ballincollig
2016-06-27,"6 Granary Court, The Maltings, Ballincollig",Cork,210000,second-hand,1-38 m2,Ballincollig
2016-06-28,"117 Leslies Arch, Old Quarter, Ballincollig",Cork,226750,new,38-125 m2,Ballincollig
2016-06-29,"24 Old Quarry, Coolroe, Ballincollig",Cork,200000,new,38-125 m2,Ballincollig
2016-07-01,"Apt 2, Old Quarry Apts, Ballincollig",Cork,225000,second-hand,1-38 m2,Ballincollig
2016-07-04,"2 Woodberry, Greenfields Rd, Ballincollig",Cork,520000,second-hand,1-38 m2,Ballincollig
2016-07-04,"28 The Sycamores, Classes Lake, Ballincollig",Cork,122500,second-hand,1-38 m2,Ballincollig
2016-07-05,"2 The Sycamores, Classes Lake, Ballincollig",Cork,249000,second-hand,1-38 m2,Ballincollig
2016-07-08,"4 Kingfisher Close, Fionna Laoi, Ballincollig",Cork,259911,new,38-125 m2,Ballincollig
2016-07-11,"129 Leslies Arch, Old Quarter, Ballincollig",Cork,175500,second-hand,1-38 m2,Ballincollig
2016-07-11,"5 Kingfisher Close, Fionn Laoi, Ballincollig",Cork,259911,new,38-125 m2,Ballincollig
2016-07-13,"123 Caislean Way, Ballincollig, Cork",Cork,255000,second-hand,1-38 m2,Ballincollig
2016-07-14,"126 Leslies Arch, Old Quarter, Ballincollig",Cork,176211,new,38-125 m2,Ballincollig
2016-07-14,"45 Aylsbury Downs, Ballincollig, Cork",Cork,255000,second-hand,1-38 m2,Ballincollig
2016-07-19,"25 Leesdale Drive, Ballincollig, Co. Cork",Cork,233000,second-hand,1-38 m2,Ballincollig
2016-07-19,"45 An Caislean, Ballincollig, Cork",Cork,200000,second-hand,1-38 m2,Ballincollig
2016-07-19,"The Cottage, Maglin, Ballincollig",Cork,148310,second-hand,1-38 m2,Ballincollig
2016-07-25,"60 Coopers Grange, Old Quarter, Ballincollig Cork",Cork,260000,second-hand,1-38 m2,Ballincollig
2016-07-26,"29 Caislean Dr, Ballincollig, Cork",Cork,235000,second-hand,1-38 m2,Ballincollig
2016-07-26,"48 Leslies Arch, Old Quarter, Ballincollig",Cork,171806,new,38-125 m2,Ballincollig
2016-07-27,"6 Woodbine Lawn, Inniscarra View, Ballincollig",Cork,230000,second-hand,1-38 m2,Ballincollig
2016-07-28,"107 Copers Grange, Old Quarter, Ballincollig",Cork,361233,new,38-125 m2,Ballincollig
2016-07-29,"32 The Avenue, Highfield Park, Carrigrohane",Cork,113000,second-hand,1-38 m2,Ballincollig
2016-07-29,"72 Coopers Grange, The Old Quarter, Ballincollig",Cork,245000,second-hand,1-38 m2,Ballincollig
2016-08-02,"17 The Stables, Coolroe, Ballincollig",Cork,312500,second-hand,1-38 m2,Ballincollig
2016-08-05,"143 An Caislean View, Ballincollig, Cork",Cork,255000,second-hand,1-38 m2,Ballincollig
2016-08-05,"150 An Caislean, Ballincollig, Cork",Cork,205000,second-hand,1-38 m2,Ballincollig
2016-08-10,"16 Sweetbriar Lane, Inniscarra View, Ballincollig",Cork,224000,second-hand,1-38 m2,Ballincollig
2016-08-10,"66 Castle Ave, Muskerry Estate, Ballincollig",Cork,200000,second-hand,1-38 m2,Ballincollig
2016-08-10,"Trelawn, Model Farm Rd, Carrigrohane",Cork,347500,second-hand,1-38 m2,Ballincollig
2016-08-12,"20 Tara, An Caislean, Ballincollig",Cork,200000,second-hand,1-38 m2,Ballincollig
2016-08-15,"14 Westcourt Heights, Ballincollig, Cork",Cork,200000,second-hand,1-38 m2,Ballincollig
2016-08-19,"21 Manor Hill, Ballincollig, Cork",Cork,250000,second-hand,1-38 m2,Ballincollig
2016-08-22,"165 An Caislean, Ballincollig, Cork",Cork,222000,second-hand,1-38 m2,Ballincollig
2016-08-22,"35 The Willows, Classis Lake, Ballincollig",Cork,252000,second-hand,1-38 m2,Ballincollig
2016-08-25,"97 Rosewood, Ballincollig, Cork",Cork,299000,second-hand,1-38 m2,Ballincollig
2016-08-26,"Junction House, Carrigrohane, Cork",Cork,320000,second-hand,1-38 m2,Ballincollig
2016-08-29,"8 Castlepark, Ballincollig, Cork",Cork,145000,second-hand,1-38 m2,Ballincollig
2016-08-30,"55 Beech Rd, Muskerry Estate, Ballincollig",Cork,240000,second-hand,1-38 m2,Ballincollig
2016-09-01,"138 An Caislean, Ballincollig, Cork",Cork,310000,second-hand,1-38 m2,Ballincollig
2016-09-02,"87 Fernwalk, Greenfields, Ballincollig",Cork,560000,second-hand,1-38 m2,Ballincollig
2016-09-05,"5 The Avenue, Coolroe Heights, Ballincollig",Cork,246000,second-hand,1-38 m2,Ballincollig
2016-09-12,"3 Cranford Pines, Ballincollig, Cork",Cork,255000,second-hand,1-38 m2,Ballincollig
2016-09-12,"82 An Caislean Grove, Ballincollig, Cork",Cork,112500,second-hand,1-38 m2,Ballincollig
2016-09-14,"8 Limeworth, Ballincollig, Cork",Cork,680000,second-hand,1-38 m2,Ballincollig
2016-09-15,"19 Glincool Crescent, Ballincollig, Cork",Cork,252000,second-hand,1-38 m2,Ballincollig
2016-09-16,"11 Carriganarra, Ballincollig, Cork",Cork,260000,second-hand,1-38 m2,Ballincollig
2016-09-19,"7 The Lawn, Coolroe Meadows, Ballincollig",Cork,310000,second-hand,1-38 m2,Ballincollig
2016-09-22,"177 Caislean View, An Caislean, Ballincollig",Cork,230000,second-hand,1-38 m2,Ballincollig
2016-09-22,"51 Beech Park, Ballincollig, Co Cork",Cork,239500,second-hand,1-38 m2,Ballincollig
2016-09-22,"56 Coopers Grange, Old Quarter, Ballincollig",Cork,248458,new,125-1000 m2,Ballincollig
2016-09-23,"135 Rosewood Est, Ballincollig, Cork",Cork,282000,second-hand,1-38 m2,Ballincollig
2016-09-27,"20 Greystones, Ballincollig, Cork",Cork,240000,second-hand,1-38 m2,Ballincollig
2016-10-04,"20 Park Rd, Muskerry Estate, Ballincollig",Cork,293500,second-hand,1-38 m2,Ballincollig
2016-10-04,"74 Leslies Arch, Old Quarter, Ballincollig",Cork,380000,second-hand,1-38 m2,Ballincollig
2016-10-06,"32 Parknamore Rise, Ballincollig, Cork",Cork,247000,second-hand,1-38 m2,Ballincollig
2016-10-07,"18 The Grove, Wyndham Downs, Ballincollig",Cork,265000,second-hand,1-38 m2,Ballincollig
2016-10-10,"34 Riversedge, Fionn Laoi, Ballincollig",Cork,295154,new,38-125 m2,Ballincollig
2016-10-11,"198 The Willows, Carriglee, Ballincollig",Cork,210000,second-hand,1-38 m2,Ballincollig
2016-10-11,"33 Riversedge, Fionn Laoi, Ballincollig",Cork,295154,new,38-125 m2,Ballincollig
2016-10-11,"54 The Lawn, Coolroe Meadows, Ballincollig",Cork,292500,second-hand,1-38 m2,Ballincollig
2016-10-27,"1 Wyndham Downs, Ballincollig, Co Cork",Cork,290000,second-hand,1-38 m2,Ballincollig
2016-10-27,"55 Castle Avenue, Muskerry Estate, Ballincollig",Cork,265000,second-hand,1-38 m2,Ballincollig
2016-10-28,"25 Manor Hill, Ballincollig, Cork",Cork,265000,second-hand,1-38 m2,Ballincollig
2016-10-28,"99 An Caislan, Ballincollig, Cork",Cork,180000,second-hand,1-38 m2,Ballincollig
2016-11-01,"8 Innishmore Grove, Ballincollig, Cork",Cork,136000,second-hand,1-38 m2,Ballincollig
2016-11-03,"24 Church View, Ballincollig, Cork",Cork,240000,second-hand,1-38 m2,Ballincollig
2016-11-03,"42 Waltham Abbey, Old Quarter, Ballincollig",Cork,368000,second-hand,1-38 m2,Ballincollig
2016-11-04,"11 Limeworth, Ballincollig, Cork",Cork,700000,second-hand,1-38 m2,Ballincollig
2016-11-09,"98 Leslies Arch, Old Quarter, Ballincollig",Cork,316000,second-hand,1-38 m2,Ballincollig
2016-11-09,"Apt 31, Old Quarry, Ballincollig",Cork,230000,second-hand,1-38 m2,Ballincollig
2016-11-11,"158 Leslies Arch, Old Quarter, Ballincollig",Cork,285000,second-hand,1-38 m2,Ballincollig
2016-11-11,"7 Waltham Abbey, Ballincollig, Cork",Cork,430000,second-hand,1-38 m2,Ballincollig
2016-11-15,"78 Rosewood Est, Ballincollig, Cork",Cork,200000,second-hand,1-38 m2,Ballincollig
2016-11-15,"98 Millers Court, Old Quarter, Ballincollig",Cork,405287,new,125-1000 m2,Ballincollig
2016-11-16,"1 Parknamore Rise, Ballincollig, Cork",Cork,223000,second-hand,1-38 m2,Ballincollig
2016-11-16,"30 Oaklands, Ballincollig, Cork",Cork,212000,second-hand,1-38 m2,Ballincollig
2016-11-16,"99 Coopers Grange, Old Quarter, Ballincollig",Cork,400881,new,38-125 m2,Ballincollig
2016-11-17,"24 Glendower Court, Ballincollig, Cork",Cork,279000,second-hand,1-38 m2,Ballincollig
2016-11-22,"18 Riversedge, Fionn Laoi, Ballincollig",Cork,289775,new,38-125 m2,Ballincollig
2016-11-23,"5 The Crescent, Old Fort Rd, Ballincollig",Cork,220000,second-hand,1-38 m2,Ballincollig
2016-11-23,"84 Maple Lawn, Muskerry Estate, Ballincollig",Cork,280000,second-hand,1-38 m2,Ballincollig
2016-11-24,"11 Carrigdene, Ballincollig, Cork",Cork,80000,second-hand,1-38 m2,Ballincollig
2016-11-24,"13 Riversedge, Fionn Laoi, Ballincollig",Cork,295154,new,38-125 m2,Ballincollig
2016-11-25,"168 Beech Pk, Ballincollig, Cork",Cork,270000,second-hand,1-38 m2,Ballincollig
2016-12-02,"55 The Close, Coolroe Meadows, Ballincollig",Cork,340000,second-hand,1-38 m2,Ballincollig
2016-12-05,"17 Fernwalk, Greenfield Killumney Rd, Ballincollig",Cork,520000,second-hand,1-38 m2,Ballincollig
2016-12-07,"8 The Stables, Coolroe, Ballincollig",Cork,410000,second-hand,1-38 m2,Ballincollig
2016-12-08,"58 Bridgewater, Carrigrohane, Cork",Cork,425000,second-hand,1-38 m2,Ballincollig
2016-12-09,"15 Riversedge, Fionn Laoi, Poulavone Ballincollig",Cork,289775,new,38-125 m2,Ballincollig
2016-12-09,"4 Fernway, Classis Lake, Ballincollig",Cork,178000,second-hand,1-38 m2,Ballincollig
2016-12-09,"48 Willowgrove, Coolroe Heights, Ballinco",Cork,285000,second-hand,1-38 m2,Ballincollig
2016-12-09,"66 Manor Hill, Ballincollig, Cork",Cork,254000,second-hand,1-38 m2,Ballincollig
2016-12-12,"53 Fernwalk, Greenfields, Ballincollig",Cork,580000,second-hand,1-38 m2,Ballincollig
2016-12-13,"14 Sweetbriar Lane, Inniscarra View Estate, Ballincollig",Cork,243000,second-hand,1-38 m2,Ballincollig
2016-12-16,"187 An Caislean View, Ballincollig, Cork",Cork,260000,second-hand,1-38 m2,Ballincollig
2016-12-16,"46 Coopers Grange, The Old Quarter, Ballincollig",Cork,248458,new,38-125 m2,Ballincollig
2016-12-16,"Carriganarra, Ballincollig, Cork",Cork,430000,second-hand,1-38 m2,Ballincollig
2016-12-18,"29 Millers Court, Old Quarter, Ballincollig",Cork,365638,new,125-1000 m2,Ballincollig
2016-12-20,"28 Bridgewater, Carrigrohane, Cork",Cork,472000,second-hand,1-38 m2,Ballincollig
2016-12-21,"2 Granary Court, The Maltings, Ballincollig",Cork,45000,second-hand,1-38 m2,Ballincollig
2016-12-21,"2 The Mews, Chapel Lane Row, Ballincollig",Cork,220000,second-hand,1-38 m2,Ballincollig
2016-12-21,"43 Leeview Est, Ballincollig, Cork",Cork,212000,second-hand,1-38 m2,Ballincollig
2016-12-22,"99 Millers Court, Old Quarter, Ballincollig",Cork,480176,new,125-1000 m2,Ballincollig
2016-12-23,"5 Waltham Abbey, Old Quarter, Ballincollig",Cork,495000,new,125-1000 m2,Ballincollig
2017-01-12,"13 St Marys Place, Carrigrohane, Cork",Cork,225000,second-hand,1-38 m2,Ballincollig
2017-01-18,"24 The Stables, Coolroe, Ballincollig",Cork,308370,new,38-125 m2,Ballincollig
2017-01-19,"Avondale, Carriganarra, Ballincollig",Cork,404000,second-hand,1-38 m2,Ballincollig
2017-01-24,"25 Caislean Close, Ballincollig, Cork",Cork,240000,second-hand,1-38 m2,Ballincollig
2017-01-24,"71 Leslies Arch, Old Quarter, Ballincollig",Cork,345000,second-hand,1-38 m2,Ballincollig
2017-01-25,"156 Carriglee, Leesdale, Ballincollig",Cork,140000,second-hand,1-38 m2,Ballincollig
2017-01-26,"13 Tara, An Caislean, Ballincollig",Cork,118000,second-hand,1-38 m2,Ballincollig
2017-01-27,"Carrigrohane Castle, Carrigrohane, Cork",Cork,1500000,second-hand,1-38 m2,Ballincollig
2017-01-27,"Carrigrohane Cottage, Church Hill, Carrigrohane",Cork,100000,second-hand,1-38 m2,Ballincollig
2017-01-31,"103 Coopers Grange, Old Quarter, Ballincollig",Cork,350026,new,38-125 m2,Ballincollig
2017-01-31,"12 Greystones, Ballincollig, Co. Cork",Cork,255000,second-hand,1-38 m2,Ballincollig
2017-02-03,"Ballincourneenig, Crossbarry, Cork",Cork,439000,second-hand,1-38 m2,Ballincollig
2017-02-10,"13 Glincool Grove, Ballincollig, Cork",Cork,285000,second-hand,1-38 m2,Ballincollig
2017-02-10,"91 An Caislean Ballincollig, Ballincollig, Cork",Cork,195000,second-hand,1-38 m2,Ballincollig
2017-02-17,"2 Leeview, Ballincollig, Cork",Cork,237000,second-hand,1-38 m2,Ballincollig
2017-02-17,"22 Westcourt, Ballincollig, Cork",Cork,262000,second-hand,1-38 m2,Ballincollig
2017-02-17,"44 Caislean Dr, An Caislean, Ballincollig",Cork,195000,second-hand,1-38 m2,Ballincollig
2017-02-21,"101  Coopers Grange, Old Quarter, Ballincollig",Cork,361233,new,38-125 m2,Ballincollig
2017-02-22,"47 Coopers Grange, Old Quarter, Ballincollig",Cork,248458,new,38-125 m2,Ballincollig
2017-02-23,"19 Caislean Close, Ballincollig, Cork",Cork,250000,second-hand,1-38 m2,Ballincollig
2017-02-23,"64 Wyndham Downs, Ballincollig, Cork",Cork,300000,second-hand,1-38 m2,Ballincollig
2017-02-24,"10 The Vale, Coolroe Meadows, Ballincollig",Cork,487500,second-hand,1-38 m2,Ballincollig
2017-02-24,"The Willows, West Village, Ballincollig",Cork,422000,second-hand,1-38 m2,Ballincollig
2017-02-27,"South Lodge, Clashanure, Ballincollig",Cork,225000,second-hand,1-38 m2,Ballincollig
2017-02-28,"120 Leecourt, Ballincollig, Cork",Cork,230000,second-hand,1-38 m2,Ballincollig
2017-02-28,"23 Waltham Abbey, Old Quarter, Ballincollig",Cork,430000,second-hand,1-38 m2,Ballincollig
2017-03-01,"10 Willow Grove, Ballincollig, Cork",Cork,400000,second-hand,1-38 m2,Ballincollig
2017-03-01,"167 Rosewood Est, Ballincollig, Cork",Cork,253000,second-hand,1-38 m2,Ballincollig
2017-03-01,"52 Woodberry, Greenfields, Ballincollig",Cork,610000,second-hand,1-38 m2,Ballincollig
2017-03-02,"100 Coopers Grange, Old Quarter, Ballincollig",Cork,361200,new,125-1000 m2,Ballincollig
2017-03-02,"39 Riversedge, Ballincollig",Cork,301762,new,125-1000 m2,Ballincollig
2017-03-02,"No. 9 Ros Nua, Poulavone, Ballincollig",Cork,286344,new,38-125 m2,Ballincollig
2017-03-03,"48 Aisling Lawn, Ballincolling, Cork",Cork,250000,second-hand,1-38 m2,Ballincollig
2017-03-03,"6 Ros Nua, Poulavone, Carrigrohane",Cork,303964,new,38-125 m2,Ballincollig
2017-03-10,"17 The Meadows, West Village, Ballincollig",Cork,243000,second-hand,1-38 m2,Ballincollig
2017-03-10,"38 Riversedge, Fionn Laoi, Ballincollig",Cork,298425,new,38-125 m2,Ballincollig
2017-03-14,"3 Longrange, Powdermills, Ballincollig",Cork,65000,second-hand,1-38 m2,Ballincollig
2017-03-14,"4 Ros Nua, Poulavane, Ballincollig",Cork,345000,new,125-1000 m2,Ballincollig
2017-03-20,"62 Willow Grove, Coolroe Heights, Ballincollig",Cork,325000,second-hand,1-38 m2,Ballincollig
2017-03-22,"158 Caislean View, Ballincollig, Cork",Cork,209500,second-hand,1-38 m2,Ballincollig
2017-03-22,"30 Willow Grove, Coolroe Heights, Ballincollig",Cork,266000,second-hand,1-38 m2,Ballincollig
2017-03-23,"26 Waltham Abbey, Old Quarter, Ballincollig",Cork,383260,new,38-125 m2,Ballincollig
2017-03-24,"10 Ros Nua, Poulavone, Ballincollig",Cork,286343,new,125-1000 m2,Ballincollig
2017-03-27,"7 Ros Nua, Poulavane, Ballincollig",Cork,253303,new,38-125 m2,Ballincollig
2017-03-28,"23 Grananry Court, The Maltings, Ballincollig",Cork,192000,second-hand,1-38 m2,Ballincollig
2017-03-28,"6 Chapel Gate, Time Sq, Ballincollig",Cork,180000,second-hand,1-38 m2,Ballincollig
2017-03-28,"6 Chapel Gate, Time Sq, Ballincollig",Cork,36891,second-hand,1-38 m2,Ballincollig
2017-03-29,"131 An Caislean, Ballincollig, Cork",Cork,210000,second-hand,1-38 m2,Ballincollig
2017-03-29,"Unit 128 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,76805,new,38-125 m2,Ballincollig
2017-03-29,"Unit 148 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,144914,new,38-125 m2,Ballincollig
2017-03-29,"Unit 149 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,144914,new,38-125 m2,Ballincollig
2017-03-29,"Unit 150 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,76805,new,38-125 m2,Ballincollig
2017-03-29,"Unit 151 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,76805,new,38-125 m2,Ballincollig
2017-03-29,"Unit 152 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,76805,new,38-125 m2,Ballincollig
2017-03-29,"Unit 153 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,144914,new,38-125 m2,Ballincollig
2017-03-29,"Unit 154 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,144914,new,38-125 m2,Ballincollig
2017-03-29,"Unit 155 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,144914,new,38-125 m2,Ballincollig
2017-03-29,"Unit 156 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,144914,new,38-125 m2,Ballincollig
2017-03-29,"Unit147 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,144914,new,38-125 m2,Ballincollig
2017-03-30,"19 Aylesbury, Ballincollig, Cork",Cork,222500,second-hand,1-38 m2,Ballincollig
2017-03-31,"11 Riversedge, Fionn Laoi, Ballincollig",Cork,356829,new,125-1000 m2,Ballincollig
2017-03-31,"35 Riversedge  Fionn Laoi, Poulavone  Ballincollig",Cork,345000,new,38-125 m2,Ballincollig
2017-04-05,"15 The Groves, Wyndham Downs, Ballincollig",Cork,255000,second-hand,1-38 m2,Ballincollig
2017-04-11,"6 The Stables, Coolroe, Ballincollig",Cork,320000,second-hand,1-38 m2,Ballincollig
2017-04-21,"95 Leslies Arch, Old Quarter, Ballincollig",Cork,200000,second-hand,1-38 m2,Ballincollig
2017-04-24,"5 Ros Nua, Poulavone, Ballincollig",Cork,308370,new,38-125 m2,Ballincollig
2017-04-28,"1 Gloundyne Villas, Inniscarra Road, Carrigrohane",Cork,95000,second-hand,1-38 m2,Ballincollig
2017-05-02,"8 Highfield Park, Carrigrohane, Ballincollig Cork",Cork,264000,second-hand,1-38 m2,Ballincollig
2017-05-03,"76 An Caislean, Killumney Rd, Ballincollig",Cork,236500,second-hand,1-38 m2,Ballincollig
2017-05-11,"20 Leslie Arch Apts, Old Quarter, Ballincollig",Cork,192500,second-hand,1-38 m2,Ballincollig
2017-05-12,"123 Castle Park, Ballincollig, Cork",Cork,82000,second-hand,1-38 m2,Ballincollig
2017-05-12,"3 Ros Nua, Poulavone, Ballincollig",Cork,303964,new,38-125 m2,Ballincollig
2017-05-12,"4 Barley Grove, The Maltings, Ballincollig",Cork,197000,second-hand,1-38 m2,Ballincollig
2017-05-12,"67 An Caislean, Ballincollig, Cork",Cork,180000,second-hand,1-38 m2,Ballincollig
2017-05-18,"25 Limeworth, Carrigrohane, Cork",Cork,635000,second-hand,1-38 m2,Ballincollig
2017-05-18,"35 Millers Court, Old Quarter, Ballincollig",Cork,255175,new,1-38 m2,Ballincollig
2017-05-18,"37  Millers Court, Old Quarter, Ballincollig",Cork,259912,new,38-125 m2,Ballincollig
2017-05-18,"38 Millers Court, Old Quarter, Ballincollig",Cork,303964,new,125-1000 m2,Ballincollig
2017-05-18,"5A Tus Abhaile, Time Sq, Ballincollig",Cork,155000,second-hand,1-38 m2,Ballincollig
2017-05-19,"69 Oldcourt, Greenfields, Ballincolig",Cork,467500,second-hand,1-38 m2,Ballincollig
2017-05-19,"Apartment 3 The Square, Highfield Park, Carrigrohane Ballincollig",Cork,170000,second-hand,1-38 m2,Ballincollig
2017-05-23,"41 Miller'S Court, Old Quarter, Ballincollig",Cork,255506,new,38-125 m2,Ballincollig
2017-05-25,"52 Leslies Arch, Old Quarter, Ballincollig",Cork,347500,second-hand,1-38 m2,Ballincollig
2017-05-28,"No 8 Ros Nua, Poulavone, Ballincollig",Cork,290749,new,38-125 m2,Ballincollig
2017-05-29,"36 Miller'S Court, Old Quarter, Ballincollig",Cork,265175,new,38-125 m2,Ballincollig
2017-05-30,"85 Millers Court, Old Quarter, Ballincollig",Cork,303964,new,38-125 m2,Ballincollig
2017-06-01,"21 The Close, Coolroe Meadows, Ballincollig",Cork,330000,second-hand,1-38 m2,Ballincollig
2017-06-02,"58 The Crescent Old Fort Rd, Ballincollig, Cork",Cork,231000,second-hand,1-38 m2,Ballincollig
2017-06-09,"1 Sweetbriar Lane, Inniscarra View Estate, Ballincollig",Cork,360000,second-hand,1-38 m2,Ballincollig
2017-06-09,"22 Leesdale Ct, Ballincollig, Cork",Cork,160000,second-hand,1-38 m2,Ballincollig
2017-06-09,"34 Millers Court, Old Quarter, Ballincollig",Cork,295000,new,38-125 m2,Ballincollig
2017-06-12,"8 Aylsbury Crescent, Ballincollig, Cork",Cork,320000,second-hand,1-38 m2,Ballincollig
2017-06-14,"2 Ros Nua, Poulavone, Ballincollig",Cork,308370,new,38-125 m2,Ballincollig
2017-06-15,"3 The Stables, Ballincollig, Cork",Cork,285000,second-hand,1-38 m2,Ballincollig
2017-06-16,"5 Glincool Gardens, Maglin Rd Ballincollig, Cork",Cork,265000,second-hand,1-38 m2,Ballincollig
2017-06-19,"28 Parknamore Heights, Ballincollig, Cork",Cork,255000,second-hand,1-38 m2,Ballincollig
2017-06-20,"1 The Mews, Chapel Lane Row, Ballincollig",Cork,215000,second-hand,1-38 m2,Ballincollig
2017-06-22,"21 Westcourt, Ballincollig, Cork",Cork,262000,second-hand,1-38 m2,Ballincollig
2017-06-23,"144 Leslies Arch, Old Quarter, Ballincollig",Cork,330000,second-hand,1-38 m2,Ballincollig
2017-06-23,"42 Millers Court, Old Quarter, Ballincollig",Cork,255175,new,38-125 m2,Ballincollig
2017-06-27,"127 Leslies Arch, Old Quarter, Ballincollig",Cork,173000,second-hand,1-38 m2,Ballincollig
2017-06-28,"58A The Cloisters, Ballincollig, The Cloisters",Cork,320000,second-hand,1-38 m2,Ballincollig
2017-06-30,"45 Oaklands, Ballincollig, Cork",Cork,210000,second-hand,1-38 m2,Ballincollig
2017-06-30,"48 Distillery Court, The Maltings, Ballincollig",Cork,207000,second-hand,1-38 m2,Ballincollig
2017-07-03,"43 Millers Court, Old Quarter, Ballincollig",Cork,211453,new,38-125 m2,Ballincollig
2017-07-04,"1 Ros Nua, Poulavone, Ballincollig",Cork,302440,new,38-125 m2,Ballincollig
2017-07-05,"21 Waltham Abbey, Old Quarter, Ballincollig",Cork,570000,second-hand,1-38 m2,Ballincollig
2017-07-07,"46 Millers Court, Old Quarter, Ballincollig",Cork,317180,new,125-1000 m2,Ballincollig
2017-07-10,"17 Park Rd, Muskerry Estate, Ballincollig",Cork,120000,second-hand,1-38 m2,Ballincollig
2017-07-13,"84 Millers Court, Old Quarter, Ballincollig",Cork,303964,new,125-1000 m2,Ballincollig
2017-07-14,"1 Fernwalk, Greenfields, Ballincollig",Cork,540000,second-hand,1-38 m2,Ballincollig
2017-07-17,"17 West Court Est, Ballincollig, Cork",Cork,102500,second-hand,1-38 m2,Ballincollig
2017-07-17,"44 Millers Court, Old Quarter, Ballincollig",Cork,259911,new,38-125 m2,Ballincollig
2017-07-17,"9 Distillery Court, The Maltings, Ballincollig",Cork,219500,second-hand,1-38 m2,Ballincollig
2017-07-19,"52A Willowfield, Ballincollig, Cork",Cork,160000,second-hand,1-38 m2,Ballincollig
2017-07-19,"83 Millers Court, Old Quarter, Ballincollig",Cork,273127,new,38-125 m2,Ballincollig
2017-07-24,"1 Aisling Close, Ballincollig, Cork",Cork,287000,second-hand,1-38 m2,Ballincollig
2017-07-24,"45 Millers Court, Old Quarter, Ballincollig",Cork,303964,new,125-1000 m2,Ballincollig
2017-07-27,"15 Tara, An Caislean, Ballincollig",Cork,203000,second-hand,1-38 m2,Ballincollig
2017-07-28,"177 Beech Park, Ballincollig, Co Cork",Cork,320000,second-hand,1-38 m2,Ballincollig
2017-07-28,"47 Millers Court, Old Quarter, Ballincollig",Cork,277533,new,38-125 m2,Ballincollig
2017-07-31,"Apartment 12A, Tus A Bhaile, Ballincollig",Cork,90000,second-hand,1-38 m2,Ballincollig
2017-08-02,"17 Leeview, Ballincollig, Co Cork",Cork,255000,second-hand,1-38 m2,Ballincollig
2017-08-03,"17 Millers Court, Old Quarter, Ballincollig",Cork,167400,new,38-125 m2,Ballincollig
2017-08-10,"60 Leslies Arch, Old Quarter, Ballincollig",Cork,225000,second-hand,1-38 m2,Ballincollig
2017-08-10,"8 Old Quarry, Ballincollig, Co Cork",Cork,209900,second-hand,1-38 m2,Ballincollig
2017-08-11,"49 Millers Court, Old Quarter, Ballincollig",Cork,277533,new,38-125 m2,Ballincollig
2017-08-15,"Clash Rd, Carrigrohane, Cork",Cork,253000,second-hand,1-38 m2,Ballincollig
2017-08-18,"119 Shamrock Dr, Muskerry Estate, Ballincollig",Cork,269000,second-hand,1-38 m2,Ballincollig
2017-08-18,"6 The Lodge, Classes Lake, Ballincollig",Cork,190000,second-hand,1-38 m2,Ballincollig
2017-08-21,"12 Highfield Park, Ballincollig, Cork",Cork,255000,second-hand,1-38 m2,Ballincollig
2017-08-22,"Carrigrohane House, Inchigaggin Lane, Model Farm Rd",Cork,800000,second-hand,1-38 m2,Ballincollig
2017-08-25,"48 Millers Court, Old Quarter, Ballincollig",Cork,272445,new,38-125 m2,Ballincollig
2017-08-25,"85 Cooper'S Grange, Old Quarter, Ballincollig",Cork,275000,second-hand,1-38 m2,Ballincollig
