title,island,locality,price,beds,size,link,date,advert_type
"Flat / Apartment in carretera El Amparo, NN, Icod de los Vinos",Tenerife,Icod de los Vinos,525,2,58,https://www.idealista.com/en/inmueble/91763060/,2020-12-29 10:29:58.848396+00:00,rent
"Duplex in calle Maria Jiménez, NN, Anaga, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,850,3,100,https://www.idealista.com/en/inmueble/91759721/,2020-12-29 10:29:58.851941+00:00,rent
"Flat / Apartment in Centro, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,700,2,78,https://www.idealista.com/en/inmueble/89721005/,2020-12-29 10:29:58.855541+00:00,rent
"Flat / Apartment in calle colina, NN, Los Cristianos, Arona",Tenerife,Arona,650,2,80,https://www.idealista.com/en/inmueble/91758488/,2020-12-29 10:29:58.859074+00:00,rent
"Flat / Apartment in calle La Colina, NN, Los Cristianos, Arona",Tenerife,Arona,650,2,80,https://www.idealista.com/en/inmueble/91757677/,2020-12-29 10:29:58.862591+00:00,rent
"Flat / Apartment in avenida maritima, 190, Las Caletillas-Punta Larga, Candelaria",Tenerife,Candelaria,600,2,70,https://www.idealista.com/en/inmueble/91756485/,2020-12-29 10:29:58.866161+00:00,rent
"Flat / Apartment in calle Prol. Ramon y Cajal, Centro, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,800,2,62,https://www.idealista.com/en/inmueble/82667388/,2020-12-29 10:29:58.870869+00:00,rent
"Duplex in Minerva, Costa del Silencio-Las Galletas, Arona",Tenerife,Arona,600,2,82,https://www.idealista.com/en/inmueble/91755163/,2020-12-29 10:29:58.874420+00:00,rent
"Flat / Apartment in calle Ten-bel, 1, Costa del Silencio-Las Galletas, Arona",Tenerife,Arona,700,2,78,https://www.idealista.com/en/inmueble/91747698/,2020-12-29 10:29:58.878113+00:00,rent
"Flat / Apartment in calle Miguel Delgado Calcerrada, 13, Las Chafiras, San Miguel de Abona",Tenerife,San Miguel de Abona,650,2,80,https://www.idealista.com/en/inmueble/40305284/,2020-12-29 10:29:58.881649+00:00,rent
"Flat / Apartment in calle Santa Cruz de California, NN, Somosierra-García Escámez-Tristán, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,520,2,65,https://www.idealista.com/en/inmueble/91754574/,2020-12-29 10:29:58.885008+00:00,rent
"Flat / Apartment in avenida NORUEGA, Los Cristianos, Arona",Tenerife,Arona,800,2,80,https://www.idealista.com/en/inmueble/88983845/,2020-12-29 10:29:58.888713+00:00,rent
"Flat / Apartment in calle 6 de Diciembre, La Laguna, San Cristóbal de la Laguna",Tenerife,San Cristobal de la Laguna,690,2,75,https://www.idealista.com/en/inmueble/91561118/,2020-12-29 10:29:58.892202+00:00,rent
"Flat / Apartment in calle Los Arroyos, La Victoria de Acentejo",Tenerife,La Victoria de Acentejo,450,2,70,https://www.idealista.com/en/inmueble/87661423/,2020-12-29 10:29:58.895671+00:00,rent
"Flat / Apartment in calle Tenerife, El Fraile, Arona",Tenerife,Arona,470,2,72,https://www.idealista.com/en/inmueble/89625606/,2020-12-29 10:29:58.899176+00:00,rent
"Flat / Apartment in Costa y Grijalba, NN, Los Hoteles-Rambla-Duggi, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,630,2,75,https://www.idealista.com/en/inmueble/91704754/,2020-12-29 10:29:58.902772+00:00,rent
"Flat / Apartment in carretera VIEJA, NN, La Vera-El Farrobillo-Tosca de Ana María, Santa Ursula",Tenerife,Santa Ursula,500,3,90,https://www.idealista.com/en/inmueble/91696244/,2020-12-29 10:29:58.906211+00:00,rent
"Flat / Apartment in francisco la roche, 53, Urbanización Anaga, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,850,2,80,https://www.idealista.com/en/inmueble/88042058/,2020-12-29 10:29:58.909736+00:00,rent
"Flat / Apartment in San severino, NN, Los Majuelos-Taco, San Cristóbal de la Laguna",Tenerife,San Cristobal de la Laguna,360,3,75,https://www.idealista.com/en/inmueble/91440840/,2020-12-29 10:29:58.913079+00:00,rent
"Flat / Apartment in travesía los Celajes, La Guancha",Tenerife,La Guancha,590,2,55,https://www.idealista.com/en/inmueble/91642970/,2020-12-29 10:29:58.916464+00:00,rent
"Flat / Apartment in calle Leocadio Machado, Villa Ascensión-El Perú-Cruz del Señor, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,550,3,92,https://www.idealista.com/en/inmueble/91472058/,2020-12-29 10:29:58.919909+00:00,rent
"Flat / Apartment in calle Isla de Gran Canaria, 42, San Isidro, Granadilla de Abona",Tenerife,Granadilla de Abona,550,2,72,https://www.idealista.com/en/inmueble/91568593/,2020-12-29 10:29:58.923464+00:00,rent
"Flat / Apartment in avenida José Miguel Galván Bello, El Médano, Granadilla de Abona",Tenerife,Granadilla de Abona,690,2,65,https://www.idealista.com/en/inmueble/89417976/,2020-12-29 10:29:58.926917+00:00,rent
"Penthouse in avenida del Cabildo Insular, NN, Teror",Gran Canaria,Teror,550,3,80,https://www.idealista.com/en/inmueble/91758312/,2020-12-29 10:29:58.930460+00:00,rent
"Flat / Apartment in Montevideo, 14, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,700,2,75,https://www.idealista.com/en/inmueble/91761134/,2020-12-29 10:29:58.934094+00:00,rent
"Flat / Apartment in Fresno, NN, La Garita - Marpequeña, Telde",Gran Canaria,Telde,600,2,75,https://www.idealista.com/en/inmueble/88196274/,2020-12-29 10:29:58.937588+00:00,rent
"Flat / Apartment in calle Juan de Quesada, 27, Vegueta, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,750,2,95,https://www.idealista.com/en/inmueble/91760397/,2020-12-29 10:29:58.940993+00:00,rent
"Flat / Apartment in Guanarteme, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,725,2,80,https://www.idealista.com/en/inmueble/91760390/,2020-12-29 10:29:58.944586+00:00,rent
"Flat / Apartment in calle Verdi, 19, Vegueta, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,750,2,95,https://www.idealista.com/en/inmueble/35589277/,2020-12-29 10:29:58.948072+00:00,rent
"Flat / Apartment in Jorge Juan, Playa de Arinaga, Agüimes",Gran Canaria,Aguimes,500,2,55,https://www.idealista.com/en/inmueble/91760323/,2020-12-29 10:29:58.951549+00:00,rent
"Flat / Apartment in calle Angel Guerra, Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,850,3,100,https://www.idealista.com/en/inmueble/87211894/,2020-12-29 10:29:58.955167+00:00,rent
"Flat / Apartment in calle Curva, 74, Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,3,72,https://www.idealista.com/en/inmueble/1918402/,2020-12-29 10:29:58.958972+00:00,rent
"Flat / Apartment in calle Hermanos Domínguez Santana, 12, Tamaraceite, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,2,70,https://www.idealista.com/en/inmueble/91754049/,2020-12-29 10:29:58.962621+00:00,rent
"Flat / Apartment in camino de La Madera, 220, Vecindario-Paredilla-Sardina, Santa Lucía de Tirajana",Gran Canaria,Santa Lucia de Tirajana,450,2,67,https://www.idealista.com/en/inmueble/91757484/,2020-12-29 10:29:58.966072+00:00,rent
"Flat / Apartment in avenida PINTOR FELO MONZÓN, Siete Palmas, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,850,3,76,https://www.idealista.com/en/inmueble/91756537/,2020-12-29 10:29:58.969654+00:00,rent
"Flat / Apartment in Tamaraceite, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,800,3,90,https://www.idealista.com/en/inmueble/91756448/,2020-12-29 10:29:58.973067+00:00,rent
"Flat / Apartment in Matias Padrón, Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,650,2,70,https://www.idealista.com/en/inmueble/91756238/,2020-12-29 10:29:58.976736+00:00,rent
"Flat / Apartment in HOYA DEL ENAMORADO, Siete Palmas, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,800,3,100,https://www.idealista.com/en/inmueble/91756089/,2020-12-29 10:29:58.980337+00:00,rent
"Flat / Apartment in GC-308, NN, Almatriche, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,2,60,https://www.idealista.com/en/inmueble/91755790/,2020-12-29 10:29:58.983939+00:00,rent
"Flat / Apartment in Albareda, NN, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,850,3,90,https://www.idealista.com/en/inmueble/91754921/,2020-12-29 10:29:58.987346+00:00,rent
"Flat / Apartment in Negrín, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,940,4,98,https://www.idealista.com/en/inmueble/91754460/,2020-12-29 10:29:58.990748+00:00,rent
"Flat / Apartment in Negrín, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,850,3,88,https://www.idealista.com/en/inmueble/91754458/,2020-12-29 10:29:58.994116+00:00,rent
"Flat / Apartment in Ferreras, La Isleta, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,650,2,70,https://www.idealista.com/en/inmueble/91754299/,2020-12-29 10:29:58.999396+00:00,rent
"Flat / Apartment in Juan de Miranda, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,800,2,90,https://www.idealista.com/en/inmueble/91754129/,2020-12-29 10:29:59.004226+00:00,rent
"Flat / Apartment in Ciudad Jardín, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,700,2,75,https://www.idealista.com/en/inmueble/91753957/,2020-12-29 10:29:59.007896+00:00,rent
"Flat / Apartment in Alcaravaneras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,870,3,87,https://www.idealista.com/en/inmueble/91753950/,2020-12-29 10:29:59.011424+00:00,rent
"Flat / Apartment in Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,650,2,60,https://www.idealista.com/en/inmueble/91753919/,2020-12-29 10:29:59.014957+00:00,rent
"Flat / Apartment in Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,900,2,100,https://www.idealista.com/en/inmueble/91753918/,2020-12-29 10:29:59.018670+00:00,rent
"Flat / Apartment in Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,700,2,75,https://www.idealista.com/en/inmueble/91753899/,2020-12-29 10:29:59.021997+00:00,rent
"Flat / Apartment in calle Menorca, Los Tarahales - La Paterna, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,2,70,https://www.idealista.com/en/inmueble/91753890/,2020-12-29 10:29:59.025321+00:00,rent
"Flat / Apartment in Escaleritas - La Feria, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,3,65,https://www.idealista.com/en/inmueble/91753886/,2020-12-29 10:29:59.028748+00:00,rent
"Flat / Apartment in calle López Socas, 3, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,800,2,70,https://www.idealista.com/en/inmueble/91753871/,2020-12-29 10:29:59.032380+00:00,rent
"Flat / Apartment in Marciso, NN, La Garita - Marpequeña, Telde",Gran Canaria,Telde,600,2,80,https://www.idealista.com/en/inmueble/91753579/,2020-12-29 10:29:59.035941+00:00,rent
"Flat / Apartment in calle José Ortega y Gasset, 27, Valterra-La Vega-Las Salinas, Arrecife",Lanzarote,Arrecife,600,2,60,https://www.idealista.com/en/inmueble/85730014/,2020-12-29 10:29:59.039446+00:00,rent
"Flat / Apartment in calle Ciudad de Plata, Portixol-Molinar, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,83,https://www.idealista.com/en/inmueble/91765797/,2020-12-29 10:29:59.042891+00:00,rent
"Flat / Apartment in La Llotja, Palma de Mallorca",Mallorca,Palma de Mallorca,1200,2,85,https://www.idealista.com/en/inmueble/91757792/,2020-12-29 10:29:59.046415+00:00,rent
"Flat / Apartment in Joan Miró, Sant Agustí, Palma de Mallorca",Mallorca,Palma de Mallorca,1600,2,70,https://www.idealista.com/en/inmueble/91763110/,2020-12-29 10:29:59.049737+00:00,rent
"Flat / Apartment in calle de Lluís Alemany i Pujol, 4, Camp Redo, Palma de Mallorca",Mallorca,Palma de Mallorca,840,2,90,https://www.idealista.com/en/inmueble/91762310/,2020-12-29 10:29:59.053225+00:00,rent
"Flat / Apartment in Son Rapinya - Los Almendros, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,81,https://www.idealista.com/en/inmueble/90974804/,2020-12-29 10:29:59.056931+00:00,rent
"Flat / Apartment in Son Dameto, Palma de Mallorca",Mallorca,Palma de Mallorca,925,4,90,https://www.idealista.com/en/inmueble/91761425/,2020-12-29 10:29:59.060404+00:00,rent
"Flat / Apartment in Camp d'En Serralta , Palma de Mallorca",Mallorca,Palma de Mallorca,800,3,91,https://www.idealista.com/en/inmueble/91761028/,2020-12-29 10:29:59.063984+00:00,rent
"Flat / Apartment in Magaluf, Calvià",Mallorca,Calvia,900,2,60,https://www.idealista.com/en/inmueble/91760048/,2020-12-29 10:29:59.067446+00:00,rent
"Flat / Apartment in Marqués de la Fontsanta, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,70,https://www.idealista.com/en/inmueble/91760041/,2020-12-29 10:29:59.070960+00:00,rent
"Flat / Apartment in Quito, Portixol-Molinar, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,60,https://www.idealista.com/en/inmueble/91759808/,2020-12-29 10:29:59.074460+00:00,rent
"Penthouse in calle de cala antena, Cales de Mallorca, Manacor",Mallorca,Manacor,900,2,100,https://www.idealista.com/en/inmueble/91759781/,2020-12-29 10:29:59.078334+00:00,rent
"Flat / Apartment in MIGUEL DE CERVANTE, Portals Nous - Bendinat, Calvià",Mallorca,Calvia,1000,2,72,https://www.idealista.com/en/inmueble/91759691/,2020-12-29 10:29:59.081944+00:00,rent
"Flat / Apartment in Can Pastilla, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,71,https://www.idealista.com/en/inmueble/91759376/,2020-12-29 10:29:59.085367+00:00,rent
"Flat / Apartment in Sindicat, Palma de Mallorca",Mallorca,Palma de Mallorca,800,2,78,https://www.idealista.com/en/inmueble/91758901/,2020-12-29 10:29:59.088862+00:00,rent
"Flat / Apartment in Portixol-Molinar, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,95,https://www.idealista.com/en/inmueble/91758794/,2020-12-29 10:29:59.092412+00:00,rent
"Flat / Apartment in calle del Pare Guillem Vives, Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,60,https://www.idealista.com/en/inmueble/88765772/,2020-12-29 10:29:59.095923+00:00,rent
"Penthouse in Portixol-Molinar, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,75,https://www.idealista.com/en/inmueble/91758545/,2020-12-29 10:29:59.099397+00:00,rent
"Penthouse in Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,1400,2,100,https://www.idealista.com/en/inmueble/91758097/,2020-12-29 10:29:59.102871+00:00,rent
"Flat / Apartment in avenida d'Alcúdia, Son Amonda - Reis Catòlics, Inca",Mallorca,Inca,750,2,65,https://www.idealista.com/en/inmueble/86474371/,2020-12-29 10:29:59.106489+00:00,rent
"Penthouse in calle de Gumersindo, 36, L'Olivera - Amanecer, Palma de Mallorca",Mallorca,Palma de Mallorca,790,2,90,https://www.idealista.com/en/inmueble/91758055/,2020-12-29 10:29:59.109849+00:00,rent
"Penthouse in calle de l'Arxiduc Lluís Salvador, 160, L'Olivera - Amanecer, Palma de Mallorca",Mallorca,Palma de Mallorca,800,2,96,https://www.idealista.com/en/inmueble/91757783/,2020-12-29 10:29:59.113395+00:00,rent
"Penthouse in fabrica, 2, Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,1200,2,90,https://www.idealista.com/en/inmueble/91757427/,2020-12-29 10:29:59.116902+00:00,rent
"Flat / Apartment in Pare Miquel mir, 17, Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,600,2,50,https://www.idealista.com/en/inmueble/91757411/,2020-12-29 10:29:59.120494+00:00,rent
"Flat / Apartment in Camilo José Cela, Son Armadams, Palma de Mallorca",Mallorca,Palma de Mallorca,775,2,70,https://www.idealista.com/en/inmueble/91756357/,2020-12-29 10:29:59.124155+00:00,rent
"Flat / Apartment in Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,75,https://www.idealista.com/en/inmueble/91755664/,2020-12-29 10:29:59.127879+00:00,rent
"Flat / Apartment in Santa Ponça, Calvià",Mallorca,Calvia,1200,2,65,https://www.idealista.com/en/inmueble/86617139/,2020-12-29 10:29:59.131448+00:00,rent
"Flat / Apartment in Cala Es Cornills, NN, Sant Elm, Andratx",Mallorca,Andratx,1250,3,90,https://www.idealista.com/en/inmueble/91755475/,2020-12-29 10:29:59.134951+00:00,rent
"Flat / Apartment in La Missio - Mercat, Palma de Mallorca",Mallorca,Palma de Mallorca,1000,3,90,https://www.idealista.com/en/inmueble/91755191/,2020-12-29 10:29:59.138520+00:00,rent
"Flat / Apartment in Son Espanyolet, Palma de Mallorca",Mallorca,Palma de Mallorca,800,2,79,https://www.idealista.com/en/inmueble/91755110/,2020-12-29 10:29:59.141915+00:00,rent
"Flat / Apartment in camino Cala Major, 7, Sant Agustí, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,55,https://www.idealista.com/en/inmueble/91744393/,2020-12-29 10:29:59.145303+00:00,rent
"Flat / Apartment in Margarita Retuerto, 3, Sant Agustí, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,83,https://www.idealista.com/en/inmueble/91754537/,2020-12-29 10:29:59.148771+00:00,rent
"Flat / Apartment in Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,1200,3,85,https://www.idealista.com/en/inmueble/85757564/,2020-12-29 10:29:59.152156+00:00,rent
"Flat / Apartment in avenida Argentina, Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,895,2,90,https://www.idealista.com/en/inmueble/91754096/,2020-12-29 10:29:59.155786+00:00,rent
"Flat / Apartment in Bonaires, Sant Jaume, Palma de Mallorca",Mallorca,Palma de Mallorca,1000,2,90,https://www.idealista.com/en/inmueble/91754027/,2020-12-29 10:29:59.159366+00:00,rent
"Flat / Apartment in Camp d'En Serralta , Palma de Mallorca",Mallorca,Palma de Mallorca,1500,3,90,https://www.idealista.com/en/inmueble/84120740/,2020-12-29 10:29:59.162937+00:00,rent
"Flat / Apartment in calle Reina Esclaramunda, La Missio - Mercat, Palma de Mallorca",Mallorca,Palma de Mallorca,1100,2,78,https://www.idealista.com/en/inmueble/91753308/,2020-12-29 10:29:59.166344+00:00,rent
"Flat / Apartment in Cala Major, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,67,https://www.idealista.com/en/inmueble/91752911/,2020-12-29 10:29:59.169859+00:00,rent
"Flat / Apartment in La Missio - Mercat, Palma de Mallorca",Mallorca,Palma de Mallorca,1000,2,80,https://www.idealista.com/en/inmueble/91752419/,2020-12-29 10:29:59.173329+00:00,rent
"Flat / Apartment in Portocolom, Felanitx",Mallorca,Felanitx,750,3,100,https://www.idealista.com/en/inmueble/89306233/,2020-12-29 10:29:59.176837+00:00,rent
"Flat / Apartment in Manacor Centro, Manacor",Mallorca,Manacor,600,2,90,https://www.idealista.com/en/inmueble/91744154/,2020-12-29 10:29:59.180308+00:00,rent
"Flat / Apartment in Marqués de la Fontsanta, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,75,https://www.idealista.com/en/inmueble/91742917/,2020-12-29 10:29:59.184058+00:00,rent
"Flat / Apartment in Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,900,3,89,https://www.idealista.com/en/inmueble/91740573/,2020-12-29 10:29:59.187774+00:00,rent
"Flat / Apartment in avenida GABRIEL ROCA, La Bonanova - Porto Pi, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,65,https://www.idealista.com/en/inmueble/89959435/,2020-12-29 10:29:59.191250+00:00,rent
"Penthouse in calle tirant lo balnc, Cristo Rey - Parque Europa, Inca",Mallorca,Inca,189000,3,121,https://www.idealista.com/en/inmueble/90398718/,2020-12-29 10:29:59.194731+00:00,sale
"Flat / Apartment in Arxiduc lluis salvador, Plaça de Toros, Palma de Mallorca",Mallorca,Palma de Mallorca,700,2,88,https://www.idealista.com/en/inmueble/84043984/,2020-12-29 10:29:59.198206+00:00,rent
"Flat / Apartment in calle Poeta Guillem Colom, Camp Redo, Palma de Mallorca",Mallorca,Palma de Mallorca,825,3,97,https://www.idealista.com/en/inmueble/35253347/,2020-12-29 10:29:59.201478+00:00,rent
"Flat / Apartment in calle de jaume ii, La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,84,https://www.idealista.com/en/inmueble/38286135/,2020-12-29 10:29:59.204844+00:00,rent
"Flat / Apartment in Can Picafort, Santa Margalida",Mallorca,Santa Margalida,650,2,98,https://www.idealista.com/en/inmueble/91336256/,2020-12-29 10:29:59.208371+00:00,rent
"Flat / Apartment in Andratx Pueblo, Andratx",Mallorca,Andratx,750,2,84,https://www.idealista.com/en/inmueble/91002755/,2020-12-29 10:29:59.211798+00:00,rent
"Flat / Apartment in Velazquez, La Missio - Mercat, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,100,https://www.idealista.com/en/inmueble/91612808/,2020-12-29 10:29:59.215289+00:00,rent
"Flat / Apartment in calle de Joan Alcover, Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,82,https://www.idealista.com/en/inmueble/85380865/,2020-12-29 10:29:59.218948+00:00,rent
"Flat / Apartment in Bons Aires, Palma de Mallorca",Mallorca,Palma de Mallorca,875,3,100,https://www.idealista.com/en/inmueble/91591276/,2020-12-29 10:29:59.222428+00:00,rent
"Flat / Apartment in calle del Polvorí, El Terreno, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,87,https://www.idealista.com/en/inmueble/91690778/,2020-12-29 10:29:59.225807+00:00,rent
"Penthouse in plaza mayor, La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,51,https://www.idealista.com/en/inmueble/91555395/,2020-12-29 10:29:59.229132+00:00,rent
Flat / Apartment in Campanet,Mallorca,Campanet,550,2,73,https://www.idealista.com/en/inmueble/91128334/,2020-12-29 10:29:59.232602+00:00,rent
"Flat / Apartment in La Missio - Mercat, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,75,https://www.idealista.com/en/inmueble/91255754/,2020-12-29 10:29:59.236302+00:00,rent
"Flat / Apartment in Portals Nous - Bendinat, Calvià",Mallorca,Calvia,1000,2,80,https://www.idealista.com/en/inmueble/91073829/,2020-12-29 10:29:59.239823+00:00,rent
"Flat / Apartment in Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,70,https://www.idealista.com/en/inmueble/91582015/,2020-12-29 10:29:59.243442+00:00,rent
"Flat / Apartment in La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,770,2,80,https://www.idealista.com/en/inmueble/91727124/,2020-12-29 10:29:59.246907+00:00,rent
"Penthouse in Sant Jaume, Palma de Mallorca",Mallorca,Palma de Mallorca,1400,2,95,https://www.idealista.com/en/inmueble/91040801/,2020-12-29 10:29:59.250644+00:00,rent
"Flat / Apartment in S'Arenal, Llucmajor",Mallorca,Llucmajor,850,3,80,https://www.idealista.com/en/inmueble/36986863/,2020-12-29 10:29:59.254309+00:00,rent
"Flat / Apartment in calle arago, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,850,2,70,https://www.idealista.com/en/inmueble/91592110/,2020-12-29 10:29:59.257863+00:00,rent
"Flat / Apartment in Camp Redo, Palma de Mallorca",Mallorca,Palma de Mallorca,860,3,85,https://www.idealista.com/en/inmueble/91617270/,2020-12-29 10:29:59.261606+00:00,rent
"Flat / Apartment in calle Ramón Trujillo Torres, Villa Ascensión-El Perú-Cruz del Señor, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,158000,3,109,https://www.idealista.com/en/inmueble/91777043/,2020-12-29 10:29:59.264908+00:00,sale
"Flat / Apartment in Iriarte, NN, Distrito Martiánez, Puerto de la Cruz",Tenerife,Puerto de la Cruz,95000,1,50,https://www.idealista.com/en/inmueble/91774229/,2020-12-29 10:29:59.280840+00:00,sale
"Flat / Apartment in Jilguero, Palm Mar, Arona",Tenerife,Arona,139000,1,70,https://www.idealista.com/en/inmueble/89684675/,2020-12-29 10:29:59.287074+00:00,sale
"Flat / Apartment in avenida Familia de Betancourt y Molina, 8, Distrito Martiánez, Puerto de la Cruz",Tenerife,Puerto de la Cruz,200000,1,80,https://www.idealista.com/en/inmueble/88054437/,2020-12-29 10:29:59.290918+00:00,sale
"Penthouse in calle Doña Julia Trujillo, 10, Alcalá, Guia de Isora",Tenerife,Guia de Isora,174000,3,200,https://www.idealista.com/en/inmueble/88905455/,2020-12-29 10:29:59.294530+00:00,sale
4 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,120000,4,84,https://www.kyero.com/en/property/8376311-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:59.297819+00:00,sale
"Penthouse in Las Mesas - El Toscón, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,179000,3,113,https://www.idealista.com/en/inmueble/91780149/,2020-12-29 10:29:59.301073+00:00,sale
"Flat / Apartment in Carrizal, Ingenio",Gran Canaria,Ingenio,118000,3,81,https://www.idealista.com/en/inmueble/91774511/,2020-12-29 10:29:59.304522+00:00,sale
"Flat / Apartment in avenida de Canarias, Vecindario centro-San Pedro Mártir, Santa Lucía de Tirajana",Gran Canaria,Santa Lucia de Tirajana,105000,3,91,https://www.idealista.com/en/inmueble/91123157/,2020-12-29 10:29:59.321137+00:00,sale
3 Bedroom Apartment in Las Palmas De Gran Canaria,Gran Canaria,Las Palmas de Gran Canaria,136500,3,63,https://www.kyero.com/en/property/8373542-apartment-for-sale-las-palmas-de-gran-canaria,2020-12-29 10:29:59.325152+00:00,sale
3 Bedroom Apartment in San Fernando,Gran Canaria,San Fernando,148000,3,65,https://www.kyero.com/en/property/7685700-apartment-for-sale-san-fernando,2020-12-29 10:29:59.329174+00:00,sale
"Duplex in calle las Adelfas, Costa Teguise, Teguise",Lanzarote,Teguise,139000,2,89,https://www.idealista.com/en/inmueble/91781288/,2020-12-29 10:29:59.332836+00:00,sale
"Flat / Apartment in calle Lancha, San Bartolomé",Lanzarote,San Bartolome de Lanzarote,160300,3,90,https://www.idealista.com/en/inmueble/91771075/,2020-12-29 10:29:59.336669+00:00,sale
"Flat / Apartment in calle el Tres Papás, Centro, Arrecife",Lanzarote,Arrecife,105000,2,60,https://www.idealista.com/en/inmueble/91472708/,2020-12-29 10:29:59.340131+00:00,sale
"Flat / Apartment in calle Juana de Arco, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,118000,3,77,https://www.idealista.com/en/inmueble/82120821/,2020-12-29 10:29:59.343725+00:00,sale
"Flat / Apartment in calle Bajamar, San Bartolomé",Lanzarote,San Bartolome de Lanzarote,140000,2,56,https://www.idealista.com/en/inmueble/91492064/,2020-12-29 10:29:59.347118+00:00,sale
